City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
546,itaituba,-4.2761,-55.9836,83.48,39,17,2.48,BR,Wed Sep 11 21:54:36 2024
547,bonoua,5.2741,-3.595,74.44,92,67,6.89,CI,Wed Sep 11 21:54:36 2024
548,neubrandenburg,53.5667,13.2667,45.66,92,100,7.34,DE,Wed Sep 11 21:54:36 2024
549,greci,45.1833,28.2333,65.73,91,100,5.97,RO,Wed Sep 11 21:54:36 2024
550,tucurui,-3.7661,-49.6725,79.12,52,0,2.37,BR,Wed Sep 11 21:50:21 2024
551,arica,-18.475,-70.3042,61.03,77,100,5.75,CL,Wed Sep 11 21:52:11 2024
552,rizhao,35.4275,119.4553,76.15,87,98,12.5,CN,Wed Sep 11 21:54:36 2024
553,stettler,52.3168,-112.7186,62.17,47,100,12.19,CA,Wed Sep 11 21:54:36 2024
554,sungjibaegam,41.2428,128.7989,65.7,72,64,3.31,KP,Wed Sep 11 21:54:36 2024
555,susuman,62.7833,148.1667,39.22,98,100,4.29,RU,Wed Sep 11 21:54:36 2024
556,pelhrimov,49.4313,15.2234,50.58,92,100,13.27,CZ,Wed Sep 11 21:54:37 2024
557,novohrad-volynskyi,50.5941,27.6165,63.81,60,100,2.48,UA,Wed Sep 11 21:54:37 2024
558,leava,-14.3,-178.1667,79.83,85,7,19.6,WF,Wed Sep 11 21:54:37 2024
559,pangkalanbuun,-2.6833,111.6167,86.5,55,4,6.29,ID,Wed Sep 11 21:54:37 2024
560,fort-shevchenko,44.5086,50.263,71.55,43,4,16.62,KZ,Wed Sep 11 21:54:37 2024
561,orchard homes,46.8633,-114.0484,55.92,89,100,17.27,US,Wed Sep 11 21:54:37 2024
562,biltine,14.5333,20.9167,80.56,68,98,4.23,TD,Wed Sep 11 21:54:37 2024
563,massakory,12.996,15.7293,83.07,70,8,3.18,TD,Wed Sep 11 21:51:23 2024
564,aioun,16.6614,-9.6149,88.83,52,100,8.21,MR,Wed Sep 11 21:54:37 2024
565,suklayin,15.7574,121.5503,88.84,63,100,1.68,PH,Wed Sep 11 21:54:37 2024
566,malvan,16.0667,73.4667,80.11,82,76,9.51,IN,Wed Sep 11 21:54:38 2024
567,bonthe,7.5264,-12.505,76.82,91,100,6.89,SL,Wed Sep 11 21:54:38 2024
568,hell-ville,-13.4,48.2667,76.24,79,96,6.85,MG,Wed Sep 11 21:54:38 2024
569,tamandare,-8.7597,-35.1047,75.31,72,49,11.12,BR,Wed Sep 11 21:54:38 2024
570,rikaze,29.25,88.8833,57.87,44,38,1.86,CN,Wed Sep 11 21:54:38 2024
571,ghat,24.9647,10.1728,92.23,31,54,3.22,LY,Wed Sep 11 21:54:38 2024
572,qarqaraly,49.4058,75.4742,43.68,79,8,13.06,KZ,Wed Sep 11 21:54:38 2024
573,verkhnevilyuysk,63.4453,120.3167,48.15,67,99,9.8,RU,Wed Sep 11 21:54:38 2024
574,amos,48.5669,-78.1162,59.95,94,87,6.31,CA,Wed Sep 11 21:54:38 2024
